abs_,airbag_driver,airbag_passenger,airbag_side,alloy_wheels,central_locking,chassis_warranty,cylinder_capacity,fuel,fuel_tank,general_warranty,maintenance,max_power,max_torque,name,no_of_cylinders,no_of_seats,parking_sensors,price,reverse_camera,top_speed,transmission,wheelbase
1,1,1,1,1,1,,2387,diesel,70,,,147 kW (200 hp),400,Alfa Romeo Spider 2.4 JTDm 20v,5,2,0,49.440,0,228,manual,2528 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Spider 2.2 JTS Exclusive,4,2,1,48.615,0,222,manual,2528 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Spider 3.2 JTS V6 Q4 Exclusive,6,2,1,62.615,0,240,manual,2528 mm
1,1,1,1,1,1,,1747,petrol,63,,,103 kW (140 hp),163,Alfa Romeo GT 1.8 T.Spark 16V Distinctive,4,5,1,33.215,0,200,manual,2596 mm
1,1,1,1,0,1,,1910,diesel,63,,,110 kW (150 hp),305,Alfa Romeo GT 1.9 JTDm 16V Impression,4,5,1,35.580,0,209,manual,2596 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Spider 2.2 JTS,4,2,0,44.990,0,222,manual,2528 mm
1,1,1,1,0,1,,1747,petrol,63,,,103 kW (140 hp),163,Alfa Romeo GT 1.8 T.Spark 16V Impression,4,5,1,30.715,0,200,manual,2596 mm
1,1,1,1,1,1,,1747,petrol,63,,,103 kW (140 hp),163,Alfa Romeo GT 1.8 T.Spark 16V Progression,4,5,1,31.715,0,200,manual,2596 mm
1,1,1,1,1,1,,1747,petrol,63,,,103 kW (140 hp),163,Alfa Romeo GT 1.8 T.Spark 16V Collezione,4,5,1,34.860,0,200,manual,2596 mm
1,1,1,1,1,1,,1970,petrol,63,,,121 kW (165 hp),206,Alfa Romeo GT 2.0 JTS 16V Collezione,4,5,1,37.040,0,216,manual,2596 mm
1,1,1,1,1,1,,1910,diesel,63,,,110 kW (150 hp),305,Alfa Romeo GT 1.9 JTDm 16V Collezione,4,5,1,39.725,0,209,manual,2596 mm
1,1,1,1,1,1,,1970,petrol,63,,,121 kW (165 hp),206,Alfa Romeo GT 2.0 JTS 16V Selespeed Collezione,4,5,1,38.440,0,216,semi-automatic,2596 mm
1,1,1,1,1,1,,1910,diesel,63,,,110 kW (150 hp),305,Alfa Romeo GT 1.9 JTDm 16V Progression,4,5,1,36.580,0,209,manual,2596 mm
1,1,1,1,1,1,,1970,petrol,63,,,121 kW (165 hp),206,Alfa Romeo GT 2.0 JTS 16V Selespeed Distinctive,4,5,1,36.795,0,216,semi-automatic,2596 mm
1,1,1,1,1,1,,3179,petrol,63,,,176 kW (240 hp),300,Alfa Romeo GT 3.2 V6 24V Distinctive,6,5,1,45.515,0,243,manual,2596 mm
1,1,1,1,1,1,,1910,diesel,63,,,110 kW (150 hp),305,Alfa Romeo GT 1.9 JTDm 16V Distinctive,4,5,1,38.080,0,209,manual,2596 mm
1,1,1,1,1,1,,1970,petrol,63,,,121 kW (165 hp),206,Alfa Romeo GT 2.0 JTS 16V Progression,4,5,1,33.895,0,216,manual,2596 mm
1,1,1,1,1,1,,1248,diesel,45,,,66 kW (90 hp),200,Alfa Romeo MiTo 1.3 JTDm Distinctive,4,45,1,22.650,0,178,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,114 kW (155 hp),230,Alfa Romeo MiTo 1.4 Turbo 155hp Sport,4,45,1,25.745,0,215,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,114 kW (155 hp),230,Alfa Romeo MiTo 1.4 Turbo 155hp Distinctive,4,45,1,23.650,0,215,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,66 kW (90 hp),200,Alfa Romeo MiTo 1.3 JTDm Sport,4,45,1,24.845,0,178,manual,2511 mm
1,1,1,1,1,1,,1598,diesel,45,,,88 kW (120 hp),320,Alfa Romeo MiTo 1.6 JTDm Progression,4,45,1,22.850,0,198,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,66 kW (90 hp),200,Alfa Romeo MiTo 1.3 JTDm Progression,4,45,1,21.800,0,178,manual,2511 mm
1,1,1,1,1,1,,1598,diesel,45,,,88 kW (120 hp),320,Alfa Romeo MiTo 1.6 JTDm Distinctive,4,45,1,23.700,0,198,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,88 kW (120 hp),206,Alfa Romeo MiTo 1.4 Turbo 120hp,4,45,1,19.650,0,198,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,58 kW (78 hp),120,Alfa Romeo MiTo 1.4,4,45,1,17.250,0,180,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,88 kW (120 hp),206,Alfa Romeo MiTo 1.4 Turbo 120hp Progression,4,45,1,20.500,0,198,manual,2511 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Spider 3.2 JTS V6 Q4,6,2,0,54.560,0,240,manual,2528 mm
1,1,1,1,1,1,,1598,diesel,45,,,88 kW (120 hp),320,Alfa Romeo MiTo 1.6 JTDm Sport,4,45,1,26.645,0,198,manual,2511 mm
1,1,1,1,1,1,,1970,petrol,63,,,121 kW (165 hp),206,Alfa Romeo GT 2.0 JTS 16V Distinctive,4,5,1,35.395,0,216,manual,2596 mm
1,1,1,1,1,1,,1368,petrol,45,,,88 kW (120 hp),206,Alfa Romeo MiTo 1.4 Turbo 120hp Distinctive,4,45,1,21.350,0,198,manual,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir ECO,2,45,1,17.045,0,182,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,57 kW (78 hp),115,Alfa Romeo MiTo 1.4 Super,4,45,1,19.750,0,165,manual,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir ECO Super,2,45,1,19.045,0,182,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,103 kW (140 hp),230,Alfa Romeo MiTo 1.4 Turbo MultiAir Super,4,45,1,24.450,0,209,aut. met dubb. koppeling,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,125 kW (170 hp),250,Alfa Romeo MiTo 1.4 Turbo MultiAir Veloce,4,45,1,27.450,0,219,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm Esclusivo,4,45,1,21.150,0,172,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm ECO Super,4,45,1,21.950,0,178,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm ECO,4,45,1,19.950,0,178,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm Junior,4,45,0,20.650,0,172,manual,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir Junior,2,45,1,19.950,0,182,manual,2511 mm
1,1,1,1,1,1,,1368,LPG,39,,,88 kW (120 hp),206,Alfa Romeo MiTo 1.4 Turbo TwinAir Bifuel Junior,4,45,1,21.950,0,198,manual,2511 mm
1,1,1,1,1,1,,1368,LPG,39,,,88 kW (120 hp),206,Alfa Romeo MiTo 1.4 Turbo TwinAir Bifuel Exclusive,4,45,1,22.950,0,198,manual,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm Exclusive,4,45,1,21.650,0,172,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,103 kW (140 hp),230,Alfa Romeo MiTo 1.4 Turbo MultiAir Exclusive,4,45,1,26.250,0,209,sequential automatic,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir Exclusive,2,45,1,20.950,0,182,manual,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir Progression,2,45,1,17.950,0,182,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,57 kW (78 hp),115,Alfa Romeo MiTo 1.4 8V Impression,4,45,0,16.250,0,165,manual,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir Racer,2,5,1,20.950,0,182,manual,2511 mm
1,1,1,1,1,1,,875,petrol,45,,,74 kW (100 hp),145,Alfa Romeo MiTo Turbo TwinAir Distinctive,2,45,1,19.150,0,182,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,125 kW (170 hp),250,Alfa Romeo MiTo 1.4 Turbo MultiAir Quadrifoglio Verde,4,45,1,27.450,0,219,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,45,,,103 kW (140 hp),230,Alfa Romeo MiTo 1.4 Turbo MultiAir Distinctive,4,45,1,24.450,0,209,sequential automatic,2511 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm Progression,4,45,1,19.150,0,172,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,35,,,107 kW (145 hp),206,Abarth 595 Cabrio 1.4 T-Jet 145,4,4,1,27.730,0,210,manual,2300 mm
1,1,1,1,1,1,,1248,diesel,45,,,59 kW (80 hp),200,Alfa Romeo MiTo 1.3 JTDm Distinctive,4,45,0,20.150,0,172,manual,2511 mm
1,1,1,1,1,1,,1368,petrol,35,,,107 kW (145 hp),206,Abarth 595 Cabrio 1.4 T-Jet 145,4,4,1,29.430,0,210,semi-automaat,2300 mm
0,0,0,0,0,0,,7993,benzine,100,,,n.v.t.,...,Bugatti Veyron Grand Sport,16,2,0,0,0,407,aut. met dubb. koppeling,mm
0,0,0,0,0,0,,7993,benzine,100,,,n.v.t.,...,Bugatti Veyron Super Sport,16,2,0,0,0,415,aut. met dubb. koppeling,mm
0,0,0,0,0,0,,7993,benzine,100,,,n.v.t.,...,Bugatti Veyron 16.4,16,2,0,0,0,407,aut. met dubb. koppeling,mm
1,1,1,1,1,1,,3993,bio-ethanol,90,,,373 kW (507 hp),660,Bentley Flying Spur V8,8,4,1,232.264,0,295,sequential automatic,3066 mm
1,1,1,1,1,1,,5998,petrol,90,,,467 kW (635 hp),820,Bentley Flying Spur W12 S,12,4,1,289.271,0,325,sequential automatic,3066 mm
1,1,1,1,1,1,,3993,petrol,90,,,388 kW (528 hp),680,Bentley Flying Spur V8 S,8,4,1,241.260,0,306,sequential automatic,3066 mm
1,1,1,1,1,1,,6752,petrol,96,,,377 kW (512 hp),1020,Bentley Mulsanne Extended Wheelbase,8,5,1,454.499,0,296,sequential automatic,3516 mm
1,1,1,1,1,1,,1368,petrol,35,,,99 kW (135 hp),206,Abarth 500C 1.4 16v T-Jet,4,4,1,25.500,0,205,manual,2300 mm
1,1,1,1,1,1,,1368,petrol,35,,,99 kW (135 hp),206,Abarth 500C 1.4 16v T-Jet Elaborabile 135,4,4,1,26.710,0,205,manual,2300 mm
1,1,1,1,1,1,,6752,petrol,96,,,377 kW (512 hp),1020,Bentley Mulsanne 6.8,8,5,1,406.689,0,296,sequential automatic,3266 mm
1,1,1,1,1,1,,1368,petrol,35,,,118 kW (160 hp),230,Abarth 500C 1.4 16v T-Jet 595 Turismo 160,4,4,1,29.730,0,209,manual,2300 mm
1,1,1,1,1,1,,1368,petrol,35,,,118 kW (160 hp),230,Abarth 500C 1.4 16v T-Jet 595 Turismo 160,4,4,1,31.430,0,209,semi-automatic,2300 mm
1,1,1,1,1,1,,1368,petrol,35,,,118 kW (160 hp),230,Abarth 500C 1.4 16v T-Jet 595 Competizione 160,4,4,1,31.782,0,209,manual,2300 mm
1,1,1,1,1,1,,1368,petrol,35,,,103 kW (140 hp),206,Abarth 500C 1.4 16v T-Jet Elaborabile 140,4,4,1,28.410,0,205,semi-automatic,2300 mm
1,1,1,1,1,1,,1368,LPG,60,,,88 kW (120 hp),206,Alfa Romeo Giulietta 1.4 Turbo 120 Bifuel,4,5,1,24.950,0,195,manual,2634 mm
1,1,1,1,1,1,,1910,diesel,63,,,110 kW (150 hp),305,Alfa Romeo Crosswagon 1.9 JTD 16V Q4 Progression,4,5,1,38.855,0,192,manual,2595 mm
1,1,1,1,1,1,,1598,diesel,60,,,88 kW (120 hp),320,Alfa Romeo Giulietta 1.6 JTDm 120 Exclusive,4,5,1,30.950,0,195,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,88 kW (120 hp),320,Alfa Romeo Giulietta 1.6 JTDm 120 Sprint,4,5,1,28.950,0,195,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,110 kW (150 hp),230,Alfa Romeo Giulietta 1.4 Turbo MultiAir 150 Business,4,5,1,25.950,0,210,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,110 kW (150 hp),230,Alfa Romeo Giulietta 1.4 Turbo MultiAir 150 Business Super,4,5,1,27.950,0,210,manual,2634 mm
1,1,1,1,1,1,,1910,diesel,63,,,110 kW (150 hp),305,Alfa Romeo Crosswagon 1.9 JTD 16V Q4 Distinctive,4,5,1,40.055,0,192,manual,2595 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6 Q4,6,4,1,54.460,0,240,sequential automatic,2525 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6 Q4 Sky Window,6,4,1,64.995,0,240,sequential automatic,2525 mm
0,0,0,0,0,1,,1995,diesel,50,,,60 kW (82 hp),162,Alfa Romeo Giulietta 2.0 TD,4,5,0,16.468,0,155,manual,2510 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Progression,4,5,1,30.250,0,218,sequential automatic,2634 mm
0,0,0,0,0,1,,1962,petrol,50,,,96 kW (130 hp),177,Alfa Romeo Giulietta 2.0,4,5,0,15.424,0,185,manual,2510 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Distinctive,4,5,1,31.850,0,218,sequential automatic,2634 mm
0,0,0,0,0,1,,1570,petrol,50,,,80 kW (109 hp),142,Alfa Romeo Giulietta 1.6,4,5,0,13.155,0,175,manual,2510 mm
1,1,1,1,1,1,,1956,diesel,60,,,125 kW (170 hp),350,Alfa Romeo Giulietta 2.0 JTDm 170 Progression,4,5,1,33.750,0,218,sequential automatic,2634 mm
1,1,1,1,1,1,,1956,diesel,60,,,125 kW (170 hp),350,Alfa Romeo Giulietta 2.0 JTDm 170 Distinctive,4,5,1,35.350,0,218,sequential automatic,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Business Executive,4,5,1,31.850,0,218,sequential automatic,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Business Executive,4,5,1,29.550,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,LPG,60,,,88 kW (120 hp),206,Alfa Romeo Giulietta 1.4 Turbo 120 LPG Progression,4,5,1,27.050,0,195,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,77 kW (105 hp),206,Alfa Romeo Giulietta 1.4 Turbo 105 Progression,4,5,1,23.450,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Business Executive,4,5,1,29.550,0,218,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Business Executive Sport,4,5,1,32.400,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,LPG,60,,,88 kW (120 hp),206,Alfa Romeo Giulietta 1.4 Turbo 120 LPG Distinctive,4,5,1,28.650,0,195,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Business Executive,4,5,1,29.950,0,185,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Distinctive,4,5,1,29.950,0,185,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Progression,4,5,1,28.350,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Business Executive,4,5,1,29.550,0,218,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Business,4,5,1,27.500,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Business Executive Sp,4,5,1,32.400,0,218,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Distinctive,4,5,1,29.950,0,218,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Business,4,5,1,27.500,0,218,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Progression,4,5,1,28.350,0,218,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Limited Edition,4,5,1,28.450,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Limited Edition Sport,4,5,1,30.900,0,218,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Limited Edition,4,5,1,28.450,0,218,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Limited Edition Sport,4,5,1,30.900,0,185,manual,2634 mm
1,1,1,1,1,1,,1742,petrol,60,,,173 kW (235 hp),340,Alfa Romeo Giulietta 1.750 TBi Quadrifoglio Verde,4,5,1,36.650,0,242,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,77 kW (105 hp),206,Alfa Romeo Giulietta 1.4 Turbo 105 Veloce,4,5,1,24.750,0,185,manual,2634 mm
1,1,1,1,1,1,,1956,diesel,60,,,103 kW (140 hp),350,Alfa Romeo Giulietta 2.0 JTDm 140 Progression,4,5,1,29.850,0,205,manual,2634 mm
1,1,1,1,1,1,,1956,diesel,60,,,125 kW (170 hp),350,Alfa Romeo Giulietta 2.0 JTDm 170 Progression,4,5,1,31.850,0,218,manual,2634 mm
1,1,1,1,1,1,,1956,diesel,60,,,125 kW (170 hp),350,Alfa Romeo Giulietta 2.0 JTDm 170 Distinctive,4,5,1,33.450,0,218,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Distinctive,4,5,1,29.350,0,185,manual,2634 mm
1,1,1,1,1,1,,1598,diesel,60,,,77 kW (105 hp),320,Alfa Romeo Giulietta 1.6 JTDm 105 Progression,4,5,1,27.750,0,185,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Progression,4,5,1,27.250,0,218,manual,2634 mm
1,1,1,1,1,1,,1368,petrol,60,,,125 kW (170 hp),250,Alfa Romeo Giulietta 1.4 Turbo MultiAir Distinctive,4,5,1,29.350,0,218,manual,2634 mm
1,1,1,1,1,1,,1956,diesel,60,,,103 kW (140 hp),350,Alfa Romeo Giulietta 2.0 JTDm 140 Distinctive,4,5,1,31.450,0,205,manual,2634 mm
1,1,1,1,1,1,,2143,diesel,52,,,100 kW (136 hp),380,Alfa Romeo Giulia 2.2 JTD 136hp Business,4,5,1,40.100,1,210,manual,2820 mm
1,1,1,1,1,1,,1368,petrol,60,,,88 kW (120 hp),206,Alfa Romeo Giulietta 1.4 Turbo 120 Distinctive,4,5,1,26.850,0,195,manual,2634 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),450,Alfa Romeo Giulia 2.2 JTD 180hp Advanced Efficiency,4,5,1,43.450,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),450,Alfa Romeo Giulia 2.2 JTD 180hp Advanced Efficiency Super,4,5,1,45.450,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,154 kW (210 hp),470,Alfa Romeo Giulia 2.2 JTD 210hp Veloce,4,5,1,54.850,1,235,sequential automatic,2820 mm
1,1,1,1,1,1,,1368,petrol,60,,,88 kW (120 hp),206,Alfa Romeo Giulietta 1.4 Turbo 120 Progression,4,5,1,25.250,0,195,manual,2634 mm
1,1,1,1,1,1,,2143,diesel,52,,,110 kW (150 hp),400,Alfa Romeo Giulia 2.2 JTD 150hp Super,4,5,1,42.600,1,220,manual,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,110 kW (150 hp),400,Alfa Romeo Giulia 2.2 JTD 150hp Eco Business,4,5,1,40.450,1,220,manual,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,100 kW (136 hp),380,Alfa Romeo Giulia 2.2 JTD 136hp Eco Business Super,4,5,1,41.450,1,210,manual,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,100 kW (136 hp),380,Alfa Romeo Giulia 2.2 JTD 136hp Eco Business,4,5,1,39.950,1,210,manual,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,110 kW (150 hp),400,Alfa Romeo Giulia 2.2 JTD 150hp Eco Business Super,4,5,1,41.950,1,220,manual,2820 mm
1,1,1,1,1,1,,2891,petrol,58,,,375 kW (510 hp),600,Alfa Romeo Giulia 2.9 V6 Quadrifoglio,6,5,1,111.850,1,307,sequential automatic,2820 mm
1,1,1,1,1,1,,2891,petrol,58,,,375 kW (510 hp),600,Alfa Romeo Giulia 2.9 V6 Quadrifoglio,6,5,1,111.850,1,307,manual,2820 mm
1,1,1,1,1,1,,1995,petrol,52,,,206 kW (280 hp),400,Alfa Romeo Giulia 2.0T 280hp Veloce,4,5,1,54.250,1,240,sequential automatic,2820 mm
1,1,1,1,1,1,,1995,petrol,52,,,147 kW (200 hp),330,Alfa Romeo Giulia 2.0T 200hp Super,4,5,1,41.950,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,110 kW (150 hp),400,Alfa Romeo Giulia 2.2 JTD 150hp,4,5,1,40.950,1,220,manual,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,110 kW (150 hp),400,Alfa Romeo Giulia 2.2 JTD 150hp,4,5,1,42.400,1,220,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,110 kW (150 hp),400,Alfa Romeo Giulia 2.2 JTD 150hp Super,4,5,1,44.400,1,220,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),450,Alfa Romeo Giulia 2.2 JTD 180hp Super,4,5,1,45.450,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),450,Alfa Romeo Giulia 2.2 JTD 180hp Eco Business,4,5,1,42.950,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),450,Alfa Romeo Giulia 2.2 JTD 180hp Business Super,4,5,1,44.450,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2387,diesel,70,,,154 kW (210 hp),400,Alfa Romeo Brera 2.4 JTDm 20v,5,4,1,46.820,0,230,manual,2525 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),450,Alfa Romeo Giulia 2.2 JTD 180hp Eco Business Super,4,5,1,44.450,1,230,sequential automatic,2820 mm
1,1,1,1,1,1,,2143,diesel,52,,,132 kW (180 hp),400,Alfa Romeo Giulia 2.2 JTD 180hp Super,4,5,1,44.250,1,230,manual,2820 mm
1,1,1,1,1,1,,2387,diesel,70,,,154 kW (210 hp),400,Alfa Romeo Brera 2.4 JTDm 20v Sky Window,5,4,1,51.495,0,230,manual,2525 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6 Q4,6,4,1,51.940,0,240,manual,2525 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Brera 2.2 JTS Sky Window,4,4,1,47.995,0,222,semi-automatic,2525 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Brera 2.2 JTS,4,4,1,42.370,0,222,manual,2525 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6 Q4 Sky Window,6,4,1,59.995,0,240,manual,2525 mm
1,1,1,1,1,1,,2387,diesel,70,,,147 kW (200 hp),400,Alfa Romeo Brera 2.4 JTDm 20v Sky Window,5,4,1,48.820,0,228,manual,2525 mm
1,1,1,1,1,1,,1956,diesel,70,,,125 kW (170 hp),360,Alfa Romeo Brera 2.0 JTDm 16v,4,4,1,43.950,0,218,manual,2525 mm
1,1,1,1,1,1,,2387,diesel,70,,,147 kW (200 hp),400,Alfa Romeo Brera 2.4 JTDm 20v,5,4,1,46.820,0,228,manual,2525 mm
1,1,1,1,1,1,,1742,petrol,70,,,147 kW (200 hp),320,Alfa Romeo Brera 1750 Turbo,4,4,1,40.950,0,232,manual,2525 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Brera 2.2 JTS,4,4,1,44.370,0,222,semi-automatic,2525 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Brera 2.2 JTS Sky Window,4,4,1,45.995,0,222,manual,2525 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Brera 2.2 JTS,4,4,1,44.250,0,224,semi-automatic,2525 mm
1,1,1,1,1,1,,1742,petrol,70,,,147 kW (200 hp),320,Alfa Romeo Brera 1750 Turbo Sport,4,4,1,42.950,0,232,manual,2525 mm
1,1,1,1,1,1,,2198,petrol,70,,,136 kW (185 hp),230,Alfa Romeo Brera 2.2 JTS,4,4,1,47.620,0,224,manual,2525 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6,6,4,1,54.750,0,250,manual,2525 mm
1,1,1,1,1,1,,2387,diesel,70,,,154 kW (210 hp),400,Alfa Romeo Brera 2.4 JTDm 20v,5,4,1,47.950,0,231,manual,2525 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6 Q4,6,4,1,63.940,0,250,manual,2525 mm
1,1,1,1,1,1,,3195,petrol,70,,,191 kW (260 hp),322,Alfa Romeo Brera 3.2 JTS V6 Q4,6,4,1,62.750,0,244,sequential automatic,2525 mm
