abs_,airbag_driver,airbag_passenger,airbag_side,alloy_wheels,central_locking,chassis_warranty,cylinder_capacity,fuel,fuel_tank,general_warranty,maintenance,max_power,max_torque,name,no_of_cylinders,no_of_seats,parking_sensors,price,reverse_camera,top_speed,transmission,wheelbase 
0,0,0,0,0,0,,2316,petrol,60,,,83 kW (113 hp),183,Volvo 240 GL 2.3 Estate,4,5,0,22.750,0,172,manual,2640 mm
0,0,0,0,1,1,,2316,petrol,60,,,85 kW (116 hp),185,Volvo 240 GLE 2.3 Estate,4,5,0,24.613,0,180,manual,2650 mm
0,0,0,0,0,0,,2316,petrol,60,,,85 kW (116 hp),185,Volvo 240 DL 2.3 Estate,4,5,0,25.117,0,170,automatic,2650 mm
0,0,0,0,1,1,,2316,petrol,60,,,85 kW (116 hp),185,Volvo 240 GLE 2.3 Estate,4,5,0,26.428,0,170,automatic,2650 mm
0,0,0,0,0,0,,1986,petrol,60,,,82 kW (112 hp),158,Volvo 240 Polar 2.0 Estate,4,5,0,21.092,0,175,manual,2650 mm
0,0,0,0,0,0,,2316,petrol,60,,,85 kW (116 hp),185,Volvo 240 DL 2.3 Estate,4,5,0,23.302,0,180,manual,2650 mm
0,0,0,0,0,0,,2316,petrol,60,,,85 kW (116 hp),185,Volvo 240 Polar 2.3 Estate,4,5,0,22.680,0,180,manual,2650 mm
0,0,0,0,0,0,,1986,petrol,60,,,74 kW (101 hp),160,Volvo 240 Estate,4,5,0,18.013,0,165,manual,2640 mm
0,0,0,0,0,0,,2383,diesel,60,,,58 kW (79 hp),140,Volvo 240 GL Diesel Estate,6,5,0,26.263,0,155,manual,2650 mm
0,0,0,0,0,0,,2316,petrol,60,,,85 kW (116 hp),192,Volvo 240 DL 2.3 Estate,4,5,0,20.009,0,173,manual,2640 mm
0,0,0,0,0,0,,2316,petrol,60,,,85 kW (116 hp),185,Volvo 240 Polar 2.3 Estate,4,5,0,24.495,0,170,automatic,2650 mm
0,0,0,0,0,0,,2383,diesel,60,,,60 kW (82 hp),140,Volvo 240 DL Diesel Estate,6,5,0,22.823,0,155,manual,2640 mm
0,0,0,0,0,0,,2316,petrol,60,,,85 kW (116 hp),192,Volvo 240 GL 2.3 Estate,4,5,0,23.272,0,173,manual,2640 mm
0,0,0,0,0,0,,2316,petrol,60,,,81 kW (110 hp),187,Volvo 240 GL 2.3 Estate,4,5,0,19.857,0,170,manual,2640 mm
0,0,0,0,0,0,,2383,diesel,60,,,60 kW (82 hp),140,Volvo 240 GL Diesel Estate,6,5,0,22.625,0,150,manual,2640 mm
0,0,0,0,0,0,,1986,petrol,60,,,74 kW (101 hp),160,Volvo 240 DL Estate,4,5,0,16.858,0,162,manual,2640 mm
0,0,0,0,0,0,,2383,diesel,60,,,60 kW (82 hp),140,Volvo 240 Diesel Estate,6,5,0,21.972,0,150,manual,2640 mm
1,1,1,1,1,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Dynamic,4,5,1,22.610,0,190,manual,2600 mm
1,1,1,1,1,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Dynamic,4,5,1,23.670,0,190,semi-automatic,2600 mm
0,0,0,0,1,0,,2127,petrol,60,,,114 kW (155 hp),240,Volvo 240 Turbo Estate,4,5,0,25.076,0,190,manual,2640 mm
1,1,1,1,1,1,,1998,diesel,55,,,93 kW (128 hp),300,Toyota Auris 2.0 D-4D-F Dynamic,4,5,1,27.100,0,195,manual,2600 mm
0,0,0,0,1,0,,2127,petrol,60,,,90 kW (123 hp),162,Volvo 240 GLI 2.1 Estate,4,5,0,19.887,0,175,manual,2640 mm
1,1,1,1,0,1,,1329,petrol,55,,,74 kW (100 hp),132,Toyota Auris 1.3 16v VVT-i Comfort,4,5,0,18.350,0,175,manual,2600 mm
1,1,1,1,1,1,,2231,diesel,55,,,130 kW (177 hp),400,Toyota Auris 2.2 D-4D D-CAT GT180,4,5,0,29.530,0,210,manual,2600 mm
1,1,1,1,0,1,,1329,petrol,55,,,74 kW (100 hp),132,Toyota Auris 1.3 16v VVT-i Aspiration,4,5,0,19.600,0,175,manual,2600 mm
1,1,1,1,0,1,,1998,diesel,55,,,93 kW (126 hp),310,Toyota Auris 2.0 D-4D-F Aspiration,4,5,0,26.500,0,195,manual,2600 mm
1,1,1,1,0,1,,1329,petrol,55,,,74 kW (100 hp),132,Toyota Auris 1.3 16v VVT-i Access,4,5,0,16.990,0,175,manual,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,97 kW (132 hp),160,Toyota Auris 1.6 16v VVT-i Aspiration,4,5,0,21.100,0,190,manual,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,97 kW (132 hp),160,Toyota Auris 1.6 16v VVT-i Comfort,4,5,0,19.950,0,190,manual,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,97 kW (132 hp),160,Toyota Auris 1.6 16v VVT-i Aspiration,4,5,0,21.850,0,190,semi-automatic,2600 mm
1,1,1,1,0,1,,1798,petrol,55,,,108 kW (147 hp),180,Toyota Auris 1.8 16v VVT-i Aspiration,4,5,0,23.750,0,200,manual,2600 mm
1,1,1,1,1,1,,1598,petrol,55,,,97 kW (132 hp),160,Toyota Auris 1.6 16v VVT-i Dynamic,4,5,1,23.650,0,190,manual,2600 mm
1,1,1,1,1,1,,2231,diesel,55,,,130 kW (177 hp),400,Toyota Auris 2.2 D-4D D-CAT Executive,4,5,0,32.850,0,215,manual,2600 mm
1,1,1,1,1,1,,1598,petrol,55,,,97 kW (132 hp),160,Toyota Auris 1.6 16v VVT-i Dynamic,4,5,1,24.400,0,190,semi-automatic,2600 mm
1,1,1,1,0,1,,1364,diesel,55,,,66 kW (90 hp),190,Toyota Auris 1.4 D-4D Terra,4,5,0,22.009,0,175,manual,2600 mm
1,1,1,1,0,1,,1364,diesel,55,,,66 kW (90 hp),190,Toyota Auris 1.4 D-4D Sol,4,5,0,24.239,0,175,semi-automatic,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Terra,4,5,0,19.900,0,190,manual,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,97 kW (132 hp),160,Toyota Auris 1.6 16v VVT-i Comfort,4,5,0,20.700,0,190,semi-automatic,2600 mm
1,1,1,1,0,1,,1364,diesel,55,,,66 kW (90 hp),190,Toyota Auris 1.4 D-4D Sol,4,5,0,23.168,0,175,manual,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Sol,4,5,0,21.375,0,190,manual,2600 mm
1,1,1,1,0,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Sol,4,5,0,22.435,0,190,semi-automatic,2600 mm
1,1,1,1,0,1,,1398,petrol,55,,,71 kW (97 hp),130,Toyota Auris 1.4 16v VVT-i Sol,4,5,0,20.020,0,170,manual,2600 mm
1,1,1,1,0,1,,1398,petrol,55,,,71 kW (97 hp),130,Toyota Auris 1.4 16v VVT-i,4,5,0,17.830,0,170,manual,2600 mm
1,1,1,1,1,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Luna,4,5,0,24.480,0,190,semi-automatic,2600 mm
1,1,1,1,1,1,,2231,diesel,55,,,130 kW (177 hp),400,Toyota Auris 2.2 D-4D D-CAT Luna,4,5,0,30.450,0,215,manual,2600 mm
1,1,1,1,0,1,,1998,diesel,55,,,93 kW (128 hp),300,Toyota Auris 2.0 D-4D-F Sol,4,5,0,25.850,0,195,manual,2600 mm
1,1,1,1,1,1,,1598,petrol,55,,,91 kW (124 hp),157,Toyota Auris 1.6 16v VVT-i Luna,4,5,0,23.420,0,190,manual,2600 mm
1,1,1,1,1,1,,599,petrol,22,,,52 kW (70 hp),100,Smart city-coupe sportstyle/70,3,2,0,17.095,0,135,semi-automatic,1812 mm
1,1,1,1,0,1,,1398,petrol,55,,,71 kW (97 hp),130,Toyota Auris 1.4 16v VVT-i Terra,4,5,0,18.865,0,170,manual,2600 mm
1,1,1,1,1,1,,1998,diesel,55,,,93 kW (128 hp),300,Toyota Auris 2.0 D-4D-F Luna,4,5,0,27.465,0,195,manual,2600 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe sportstyle/55,3,2,0,14.995,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,45 kW (62 hp),80,Smart city-coupe smart & pulse 62hp,3,2,0,10.752,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,799,diesel,22,,,30 kW (41 hp),100,Smart city-coupe smart & pure cdi,3,2,0,12.565,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe smart & pure 55hp,3,2,0,9.888,0,135,manual,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe limited/1,3,2,0,11.776,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe smart & passion 55hp,3,2,0,11.658,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,698,petrol,22,,,45 kW (61 hp),95,Smart city-coupe smart & passion 61hp,3,2,0,12.960,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe smart & pulse 55hp,3,2,0,9.883,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,37 kW (50 hp),80,Smart city-coupe smart & pure 50hp,3,2,0,10.355,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,698,petrol,22,,,45 kW (61 hp),95,Smart city-coupe smart & pure 61hp,3,2,0,10.990,0,135,manual,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,33 kW (45 hp),70,Smart city-coupe smart & pure 45hp,3,2,0,9.069,0,135,manual,1812 mm
1,1,1,1,1,1,,698,petrol,33,,,55 kW (75 hp),110,Smart city-coupe Brabus 75hp,3,2,0,23.790,0,150,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe smart & pure 55hp,3,2,0,10.210,0,135,manual,1812 mm
1,1,1,1,1,1,,698,petrol,22,,,45 kW (61 hp),95,Smart city-coupe smart & pulse 61hp,3,2,0,11.850,0,135,manual,1812 mm
1,1,1,1,1,1,,698,petrol,22,,,45 kW (61 hp),95,Smart city-coupe smart & pure 61hp,3,2,0,11.400,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,45 kW (62 hp),80,Smart city-coupe smart & pulse 62hp,3,2,0,11.200,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,799,diesel,22,,,30 kW (41 hp),100,Smart city-coupe smart & passion cdi,3,2,0,16.020,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,698,petrol,22,,,45 kW (61 hp),95,Smart city-coupe smart & pulse 61hp,3,2,0,12.260,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,799,diesel,22,,,30 kW (41 hp),100,Smart city-coupe smart & pure cdi,3,2,0,14.050,0,135,manual,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,40 kW (55 hp),80,Smart city-coupe smart & passion 55hp,3,2,0,12.210,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,799,diesel,22,,,30 kW (41 hp),100,Smart city-coupe smart & pulse cdi,3,2,0,15.320,0,135,semi-automatic,1812 mm
1,1,1,1,1,1,,599,petrol,22,,,33 kW (45 hp),70,Smart city-coupe smart & pure 45hp,3,2,0,9.410,0,135,manual,1812 mm
1,1,1,0,1,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon Sports A200 Xdi 2WD Sport,4,4,1,34.137,0,161,manual,3060 mm
1,1,1,0,0,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon Sports A200 Xdi 2WD Dynamic,4,4,1,31.718,0,161,manual,3060 mm
1,1,1,0,0,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon Sports A200 Xdi 4WD Dynamic,4,4,1,33.734,0,161,manual,3060 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 Sport Chic,3,5,1,24.890,0,190,manual,2464 mm
1,1,1,0,1,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon Sports A200 Xdi 2WD Sport,4,4,1,36.154,0,164,automatic,3060 mm
1,1,1,0,0,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon Sports A200 Xdi 2WD Dynamic,4,4,1,33.734,0,164,automatic,3060 mm
1,1,1,0,0,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon Sports A200 Xdi 2WD Direct,4,4,1,28.492,0,161,manual,3060 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 So Chic,3,5,1,22.790,0,189,sequential automatic,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 So Chic,3,5,1,20.990,0,190,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 Business,3,5,1,22.290,0,189,sequential automatic,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 Business,3,5,1,20.490,0,190,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,60 kW (82 hp),118,DS DS3 PureTech 82 So Chic,3,5,1,19.990,0,176,semi-automatic,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,96 kW (130 hp),230,DS DS3 PureTech 130 So Chic,3,5,1,22.190,0,204,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,60 kW (82 hp),118,DS DS3 PureTech 82 So Chic,3,5,1,19.290,0,174,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,60 kW (82 hp),118,DS DS3 PureTech 82 Business,3,5,1,19.490,0,176,semi-automatic,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,96 kW (130 hp),230,DS DS3 PureTech 130 Sport Chic,3,5,1,26.090,0,204,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,60 kW (82 hp),118,DS DS3 PureTech 82 Business,3,5,1,18.790,0,174,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,60 kW (82 hp),118,DS DS3 PureTech 82 Chic,3,5,1,18.590,0,176,semi-automatic,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 Givenchy Le MakeUp,3,5,1,26.490,1,190,manual,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,81 kW (110 hp),205,DS DS3 PureTech 110 Givenchy Le MakeUp,3,5,1,27.990,1,189,sequential automatic,2464 mm
1,1,1,1,1,1,,1199,petrol,50,,,60 kW (82 hp),118,DS DS3 PureTech 82 Givenchy Le MakeUp,3,5,1,25.390,1,174,manual,2464 mm
1,1,1,1,1,1,,1560,diesel,50,,,75 kW (102 hp),254,DS DS3 BlueHDi 100 Business,4,5,1,21.690,0,189,manual,2464 mm
1,1,1,1,1,1,,1560,diesel,50,,,75 kW (102 hp),254,DS DS3 BlueHDi 100 So Chic,4,5,1,22.190,0,189,manual,2464 mm
1,1,1,1,1,1,,1598,petrol,50,,,120 kW (163 hp),240,DS DS3 THP 165 Sport Chic,4,5,1,27.590,0,218,manual,2464 mm
1,1,1,1,1,1,,1598,petrol,50,,,153 kW (208 hp),300,DS DS3 THP 208 Performance Black Special,4,5,1,34.390,1,230,manual,2464 mm
1,1,1,1,1,1,,1560,diesel,50,,,88 kW (120 hp),285,DS DS3 BlueHDi 120 Sport Chic,4,5,1,31.090,0,190,manual,2464 mm
0,0,0,0,1,0,,1781,petrol,40,,,132 kW (180 hp),235,Donkervoort D8 GT 180,4,2,0,119.338,0,210,manual,2300 mm
1,1,1,1,1,1,,1598,petrol,50,,,153 kW (208 hp),300,DS DS3 THP 208 Performance,4,5,1,31.890,0,230,manual,2464 mm
0,0,0,0,1,0,,1781,petrol,40,,,154 kW (210 hp),320,Donkervoort D8 GT 210,4,2,0,122.503,0,235,manual,2300 mm
1,1,1,0,0,1,,2295,petrol,75,,,110 kW (150 hp),214,SsangYong Actyon A230 2WD Direct,4,5,1,22.995,0,164,manual,2740 mm
1,1,1,1,1,1,,2999,petrol,64,,,180 kW (245 hp),297,Subaru B9 Tribeca 3.0R Executive,6,7,1,68.240,1,195,sequential automatic,2750 mm
1,1,1,0,1,1,,1998,diesel,75,,,104 kW (141 hp),310,SsangYong Actyon A200 Xdi 4WD sx,4,5,1,37.995,0,162,automatic,2740 mm
1,1,1,0,0,1,,2295,petrol,75,,,110 kW (150 hp),214,SsangYong Actyon A230 2WD Dynamic,4,5,1,24.995,0,164,manual,2740 mm
1,1,1,1,1,1,,2999,petrol,64,,,180 kW (245 hp),297,Subaru B9 Tribeca 3.0R Comfort,6,5,1,57.240,0,195,sequential automatic,2750 mm
0,1,1,0,0,0,,1298,petrol,51,,,63 kW (85 hp),103,Suzuki Baleno 1.3 GL,4,5,0,13.157,0,160,automatic,2380 mm
1,1,1,1,1,1,,2999,petrol,64,,,180 kW (245 hp),297,Subaru B9 Tribeca 3.0R Luxury,6,5,1,64.240,1,195,sequential automatic,2750 mm
0,0,0,0,0,0,,1118,petrol,42,,,43 kW (58 hp),88,Talbot 1100 LS,4,5,0,5.713,0,152,manual,2520 mm
0,0,0,0,0,0,,796,petrol,27,,,29 kW (40 hp),59,Suzuki Alto,3,5,0,4.537,0,125,manual,2150 mm
0,0,0,0,0,1,,993,petrol,35,,,43 kW (58 hp),78,Suzuki Alto 1.0 Twist,4,5,0,8.599,0,145,automatic,2335 mm
0,0,0,0,0,0,,1118,petrol,42,,,43 kW (58 hp),88,Talbot 1100 GLS,4,5,0,6.076,0,152,manual,2520 mm
1,1,1,1,1,1,,6592,petrol,83,,,420 kW (570 hp),780,Rolls-Royce Dawn,12,5,1,425.000,0,250,sequential automatic,3112 mm
1,1,1,1,1,1,,1985,petrol,68,,,136 kW (185 hp),230,Saab 9-3 S 2.0 Turbo,4,5,0,34.689,0,230,automatic,2605 mm
1,1,1,1,1,1,,1968,diesel,70,,,135 kW (184 hp),380,Seat Alhambra 2.0 TDI 184hp Style Business Intense,4,7,1,54.780,1,213,aut. met dubb. koppeling,2919 mm
1,1,1,1,1,1,,1968,diesel,70,,,110 kW (150 hp),340,Seat Alhambra 2.0 TDI 150hp FR Business Intense,4,7,1,54.280,1,198,aut. met dubb. koppeling,2919 mm
1,1,1,1,1,1,,1985,petrol,64,,,151 kW (205 hp),280,Saab 9-3 Aero 2.0 Turbo,4,5,0,42.870,0,235,automatic,2605 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Norden Exklusiv,4,5,1,54.145,0,230,automatic,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),370,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Aero Exklusiv,4,5,1,62.470,0,210,automatic,2675 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 S 2.0 Turbo Luxury,4,5,0,34.691,0,230,manual,2605 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Norden,4,5,1,52.150,0,230,automatic,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Aero,4,5,1,54.430,0,235,manual,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Norden Exklusiv,4,5,1,50.945,0,235,manual,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Norden,4,5,1,48.950,0,235,manual,2675 mm
1,1,1,1,1,1,,1998,bio-ethanol,62,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t BioPower Griffin Norden Exklusi,4,5,1,50.845,0,210,automatic,2675 mm
1,1,1,1,1,1,,1968,diesel,70,,,110 kW (150 hp),340,Seat Alhambra 2.0 TDI 150hp FR Business Intense,4,7,1,50.830,1,200,manual,2919 mm
1,1,1,1,1,1,,1998,bio-ethanol,59,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t BioPower Griffin Norden,4,5,1,45.650,0,210,manual,2675 mm
1,1,1,1,1,1,,1998,petrol,59,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t Griffin Norden Exklusiv,4,5,1,46.945,0,210,manual,2675 mm
1,1,1,1,1,1,,1998,bio-ethanol,59,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t BioPower Griffin Norden Exklusi,4,5,1,47.645,0,210,manual,2675 mm
1,1,1,1,1,1,,1998,bio-ethanol,62,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t BioPower Griffin Norden,4,5,1,48.850,0,210,automatic,2675 mm
1,1,1,1,1,1,,1998,petrol,59,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t Griffin Norden Exklusiv,4,5,1,50.145,0,215,automatic,2675 mm
1,1,1,1,1,1,,1998,petrol,59,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t Griffin Norden,4,5,1,48.150,0,215,automatic,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),400,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Aero Exklusiv,4,5,1,58.770,0,215,manual,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Aero Exklusiv,4,5,1,59.625,0,230,automatic,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Aero Exklusiv,4,5,1,56.425,0,235,manual,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Griffin Aero,4,5,1,57.630,0,230,automatic,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),370,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Aero,4,5,1,60.475,0,210,automatic,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),400,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Aero,4,5,1,56.775,0,215,manual,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),400,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Norden Exklus,4,5,1,53.290,0,215,manual,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),400,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Norden Exklus,4,5,1,56.990,0,210,automatic,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),400,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Norden,4,5,1,54.994,0,210,automatic,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,132 kW (180 hp),400,Saab 9-3 Cabriolet 1.9 TTiD 180hp Griffin Norden,4,5,1,51.295,0,215,manual,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,118 kW (160 hp),360,Saab 9-3 Cabriolet 1.9 TTiD 160hp Griffin Norden,4,5,1,49.495,0,210,manual,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,118 kW (160 hp),360,Saab 9-3 Cabriolet 1.9 TTiD 160hp Griffin Norden Exklus,4,5,1,51.490,0,210,manual,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,118 kW (160 hp),360,Saab 9-3 Cabriolet 1.9 TTiD 160hp Griffin Norden Exklus,4,5,1,55.190,0,205,automatic,2675 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 S 2.0 Turbo,4,5,0,32.420,0,225,automatic,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 S 2.0 Turbo,4,5,0,30.150,0,230,manual,2605 mm
1,1,1,1,1,1,,1998,petrol,59,,,120 kW (163 hp),320,Saab 9-3 Cabriolet 2.0t Griffin Norden,4,5,1,44.950,0,210,manual,2675 mm
1,1,1,1,1,1,,1910,diesel,59,,,118 kW (160 hp),360,Saab 9-3 Cabriolet 1.9 TTiD 160hp Griffin Norden,4,5,1,53.195,0,205,automatic,2675 mm
1,1,1,1,1,1,,1988,petrol,59,,,162 kW (220 hp),350,Saab 9-3 Cabriolet 2.0 Turbo Independence Edition,4,5,1,63.350,0,230,automatic,2675 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 SE 2.0 t,4,5,0,33.784,0,215,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 2.0 t,4,5,0,26.050,0,215,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 2.0 t,4,5,0,28.320,0,210,automatic,2600 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 S 2.0 t,4,5,0,28.350,0,215,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 S 2.0 t,4,5,0,30.620,0,210,automatic,2600 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 S 2.0 t Luxury,4,5,0,35.145,0,210,automatic,2600 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 S 2.0 t Luxury,4,5,0,32.876,0,215,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 S 2.0 Turbo Luxury,4,5,0,36.960,0,225,automatic,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 SE 2.0 Turbo,4,5,0,35.599,0,230,manual,2605 mm
1,1,1,1,1,1,,2171,diesel,68,,,85 kW (115 hp),260,Saab 9-3 S 2.2 TiD Luxury,4,5,0,35.599,0,200,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 SE 2.0 Turbo,4,5,0,37.868,0,225,automatic,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,151 kW (205 hp),280,Saab 9-3 Aero 2.0 Turbo,4,5,0,40.600,0,235,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 SE 2.0 Turbo Anniversary,4,5,0,32.900,0,230,manual,2605 mm
1,1,1,1,1,1,,2171,diesel,68,,,85 kW (115 hp),260,Saab 9-3 SE 2.2 TiD Anniversary,4,5,0,35.650,0,200,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 SE 2.0 t Anniversary,4,5,0,33.950,0,215,manual,2605 mm
1,1,1,1,1,1,,1985,petrol,64,,,110 kW (150 hp),240,Saab 9-3 SE 2.0 t Anniversary,4,5,0,36.220,0,210,automatic,2600 mm
1,1,1,1,1,1,,1985,petrol,64,,,136 kW (185 hp),263,Saab 9-3 SE 2.0 Turbo Anniversary,4,5,0,35.170,0,225,automatic,2605 mm
